"";"from_name";"NATUREZA";"modularity_class";"shares_soma_c";"likes"
"998";"José Eliton";"Políticos/partidos";"Centro";30168;40425
"999";"Impeachment da Presidente Dilma";"Sociedade Civil";"Direita";30161;42121
"1000";"Religião se discute";"Criadores Digitais";"Esquerda";29949;50409
"1001";"Partido Militar Brasileiro";"Sociedade Civil";"Direita";29942;40697
"1002";"Duplas verdades do socialismo";"Criadores Digitais";"Direita";29923;5975
"1003";"Sociedade Chesterton Brasil";"Sociedade Civil";"Direita";29909;38380
"1004";"Por Trás da Mídia Mundial";"Criadores Digitais";"Direita";29874;35634
"1005";"Arthur Oliveira Maia";"Políticos/partidos";"Centro-Direita";29810;110384
"1006";"Intersindical Central da Classe Trabalhadora";"Sociedade Civil";"Esquerda";29634;11928
"1007";"Gadú Ananauê";"Criadores Digitais";"Direita";29506;54144
"1008";"João Arruda - Deputado Federal";"Políticos/partidos";"Centro";29481;49850
"1009";"SOS BOMBEIROS RJ";"Criadores Digitais";"Esquerda";29460;20783
"1010";"Observatório da Imprensa";"Mídia Alternativa";"Esquerda";29387;291082
"1011";"Emidio de Souza";"Políticos/partidos";"Centro-Esquerda";29332;9388
"1012";"Luiz Carlos Bresser-Pereira";"Políticos/partidos";"Centro-Esquerda";29022;42562
"1013";"Luciane Carminatti";"Políticos/partidos";"Centro-Esquerda";28929;24933
"1014";"IstoÉ Dinheiro";"Imprensa";"Direita";28909;136254
"1015";"Renato Oliveira";"Sociedade Civil";"Direita";28871;289820
"1016";"O Mal Educado";"Sociedade Civil";"Esquerda";28764;82848
"1017";"Total Anarquia";"Criadores Digitais";"Esquerda";28746;20483
"1018";"Reservistas das Armas - Exército, Marinha, Aeronáutica";"Criadores Digitais";"Direita";28557;38080
"1019";"Zenaide Maia";"Políticos/partidos";"Centro";28538;13106
"1020";"Movimento dos Atingidos por Barragens (MAB)";"Sociedade Civil";"Centro-Esquerda";28298;32666
"1021";"Davi Alcolumbre";"Políticos/partidos";"Centro";28235;12012
"1022";"Rede da Direita Nacional";"Criadores Digitais";"Direita";28197;4003
"1023";"Marcelo Rubens Paiva";"Sociedade Civil";"Esquerda";28066;86439
"1024";"Mar Vermelho";"Sociedade Civil";"Centro-Esquerda";27956;4979
"1025";"Jovens Conservadores do Brasil";"Sociedade Civil";"Direita";27778;12556
"1026";"Luiz Fernando Machado";"Políticos/partidos";"Centro-Direita";27773;39224
"1027";"Brasil Eficiente";"Sociedade Civil";"Direita";27769;53607
"1028";"Liberalismo Brasil";"Criadores Digitais";"Direita";27640;53535
"1029";"CUT São Paulo";"Sociedade Civil";"Centro-Esquerda";27630;18323
"1030";"Carlos Gomes";"Políticos/partidos";"Centro";27576;10040
"1031";"Caos na Educação?";"Criadores Digitais";"Esquerda";27569;21406
"1032";"Anarcocapitalismo";"Criadores Digitais";"Direita";27472;15328
"1033";"Imprensa Golpista Nunca Mais";"Mídia Alternativa";"Esquerda";27421;10052
"1034";"Cidadania Plena";"Sociedade Civil";"Centro-Esquerda";27400;5746
"1035";"Margaret Thatcher - Reacionária até os dentes";"Criadores Digitais";"Direita";27396;23515
"1036";"Criminologia Cautelar";"Criadores Digitais";"Esquerda";27285;35561
"1037";"Frente Brasil Popular SP";"Sociedade Civil";"Centro-Esquerda";27092;12288
"1038";"Repórter Brasil";"Imprensa";"Centro-Esquerda";27000;82475
"1039";"deputado federal Rodrigo de Castro";"Políticos/partidos";"Centro";26949;55962
"1040";"Mídia Inversa";"Criadores Digitais";"Direita";26920;20536
"1041";"BECC - Brasil Ético Contra Corrupção";"Criadores Digitais";"Direita";26820;28321
"1042";"Luiz Carlos Azenha";"Mídia Alternativa";"Centro-Esquerda";26788;21708
"1043";"Jackson Barreto";"Políticos/partidos";"Centro";26719;49162
"1044";"Blog do Rovai";"Mídia Alternativa";"Centro-Esquerda";26611;21888
"1045";"Mulheres contra o Islam";"Criadores Digitais";"Direita";26487;25003
"1046";"Feminismo Poético";"Criadores Digitais";"Esquerda";26458;248735
"1047";"Antiamericanismo Sem Nexo";"Criadores Digitais";"Direita";26431;2043
"1048";"Campanha Permanente Contra os Agrotóxicos e Pela Vida";"Sociedade Civil";"Centro-Esquerda";26358;23377
"1049";"ACORDA POVO BRASILEIRO";"Criadores Digitais";"Direita";26298;48222
"1050";"Eduardo Barbosa";"Políticos/partidos";"Centro-Direita";26289;11722
"1051";"Marcelo Madureira";"Sociedade Civil";"Direita";26271;130923
"1052";"Portal em Pauta";"Mídia Alternativa";"Centro-Esquerda";26176;19716
"1053";"Logos Apologética";"Criadores Digitais";"Direita";26175;32849
"1054";"Valadares Filho";"Políticos/partidos";"Centro";26135;97894
"1055";"Gladson Cameli";"Políticos/partidos";"Centro";26078;91816
"1056";"Beto Mansur";"Políticos/partidos";"Centro";25980;118273
"1057";"Direita Paraibana";"Sociedade Civil";"Direita";25934;26013
"1058";"Miguel Haddad";"Políticos/partidos";"Centro-Direita";25916;13731
"1059";"Bruno Covas";"Políticos/partidos";"Centro-Direita";25915;45467
"1060";"Idiota Útil";"Criadores Digitais";"Direita";25817;32552
"1061";"Homem a Caráter";"Criadores Digitais";"Direita";25682;143127
"1062";"Linhas de Fuga";"Criadores Digitais";"Esquerda";25643;8963
"1063";"Mulheres com Dilma";"Criadores Digitais";"Centro-Esquerda";25512;9071
"1064";"Perifa Livre";"Criadores Digitais";"Esquerda";25402;12075
"1065";"Waldenor Pereira";"Políticos/partidos";"Centro-Esquerda";25398;20109
"1066";"LulaMensaleiro";"Criadores Digitais";"Direita";25236;18834
"1067";"Alceu Moreira";"Políticos/partidos";"Centro";25211;25870
"1068";"Em Defesa dos Territórios Frente a Mineração";"Sociedade Civil";"Esquerda";25210;31387
"1069";"Conacc - Patriotas";"Criadores Digitais";"Direita";25116;34470
"1070";"Pedro Cunha Lima";"Políticos/partidos";"Centro-Direita";25104;40791
"1071";"Faz uma musiquinha, Chico";"Criadores Digitais";"Direita";25063;12451
"1072";"CUTRS - CUT do Rio Grande do Sul";"Sociedade Civil";"Centro-Esquerda";25061;7851
"1073";"Secretaria Nacional de Organização do PT";"Sociedade Civil";"Centro-Esquerda";25022;30904
"1074";"Vista Direita";"Criadores Digitais";"Direita";24978;68053
"1075";"Anonymous São Paulo";"Sociedade Civil";"Esquerda";24906;23286
"1076";"Não quero o Golpe";"Criadores Digitais";"Centro-Esquerda";24844;54652
"1077";"Família Bolsonaro";"Criadores Digitais";"Direita";24828;22876
"1078";"Revolucionários Eternamente";"Criadores Digitais";"Esquerda";24824;17281
"1079";"Renan Calheiros Nunca Mais";"Criadores Digitais";"Direita";24712;5026
"1080";"Porco Capitalista";"Criadores Digitais";"Direita";24388;27108
"1081";"A Direita TEM NOME";"Criadores Digitais";"Direita";24320;16010
"1082";"Jorginho Mello";"Políticos/partidos";"Centro";24274;17311
"1083";"Marielle Franco";"Políticos/partidos";"Esquerda";24231;38413
"1084";"O Conservador";"Criadores Digitais";"Direita";24199;24250
"1085";"Mariana Carvalho";"Políticos/partidos";"Centro";24194;62065
"1086";"Aliel Machado";"Políticos/partidos";"Centro";24184;38154
"1087";"João Vítor Xavier";"Políticos/partidos";"Centro-Direita";24167;102559
"1088";"Rubinho Nunes";"Sociedade Civil";"Direita";24148;25188
"1089";"Brasil Debate";"Criadores Digitais";"Centro-Esquerda";24140;12723
"1090";"Mulheres Brasileiras contra a Lei Sharia/ islamização";"Criadores Digitais";"Direita";24099;16851
"1091";"Hempadão Hempada";"Mídia Alternativa";"Esquerda";24092;230165
"1092";"Panelinha da Direita 1.0";"Criadores Digitais";"Direita";24052;87391
"1093";"Jerônimo Goergen";"Políticos/partidos";"Centro";23874;27368
"1094";"Liderança PSDB Senado";"Políticos/partidos";"Centro-Direita";23781;18020
"1095";"Alencar Santana Braga";"Políticos/partidos";"Centro-Esquerda";23745;13288
"1096";"André Figueiredo";"Políticos/partidos";"Centro";23637;41055
"1097";"Moreira Franco";"Políticos/partidos";"Centro";23623;50441
"1098";"PT Alesp";"Políticos/partidos";"Centro-Esquerda";23604;3419
"1099";"Insurgência";"Sociedade Civil";"Esquerda";23422;20140
"1100";"GloBordel - Há ânus entre você e sua família.";"Criadores Digitais";"Centro-Esquerda";23301;4006
"1101";"Partido dos Trabalhadores -  BH";"Políticos/partidos";"Centro-Esquerda";23280;24433
"1102";"José Pimentel";"Políticos/partidos";"Centro-Esquerda";23201;32502
"1103";"Rede de Comunidades e Movimentos contra a Violência";"Sociedade Civil";"Esquerda";23165;21113
"1104";"Alberto Fraga";"Políticos/partidos";"Centro-Direita";23161;37503
"1105";"Articulação Nacional de Agroecologia (ANA)";"Sociedade Civil";"Esquerda";23080;27929
"1106";"GAPP - Grupo de Apoio ao Protesto Popular";"Sociedade Civil";"Esquerda";23077;75646
"1107";"Petistas  na Luta";"Criadores Digitais";"Centro-Esquerda";23067;15810
"1108";"Maré Vive";"Mídia Alternativa";"Esquerda";23017;85053
"1109";"Rogério Carvalho";"Políticos/partidos";"Centro-Esquerda";22978;29851
"1110";"Dileta Corrêa Silva";"Sociedade Civil";"Direita";22962;20270
"1111";"PTRS";"Políticos/partidos";"Centro-Esquerda";22937;10205
"1112";"Luciano Cartaxo";"Políticos/partidos";"Centro-Esquerda";22902;54207
"1113";"Diga Sim à Monarquia";"Criadores Digitais";"Direita";22876;20342
"1114";"Golpe Comunista 2014";"Criadores Digitais";"Esquerda";22843;37786
"1115";"Zé Oswaldo";"Sociedade Civil";"Direita";22775;9122
"1116";"PASTORAL DA JUVENTUDE NACIONAL";"Sociedade Civil";"Centro-Esquerda";22751;117577
"1117";"Sei mais que o professor mas";"Criadores Digitais";"Esquerda";22747;52311
"1118";"Evandro Magal";"Políticos/partidos";"Centro-Direita";22622;28419
"1119";"Contra o Aumento dos Parlamentares";"Sociedade Civil";"Esquerda";22477;5413
"1120";"Marcos Rolim";"Políticos/partidos";"Esquerda";22464;33168
"1121";"Fã-Clube Paulo Martins";"Criadores Digitais";"Direita";22335;4637
"1122";"Rodrigo Garcia";"Políticos/partidos";"Centro-Direita";22258;17886
"1123";"Fã Clube Dilma Rousseff";"Criadores Digitais";"Centro-Esquerda";22252;14178
"1124";"Você é vítima da corrupção";"Criadores Digitais";"Esquerda";21946;63830
"1125";"Marco Antonio Villa #MudaBrasil";"Criadores Digitais";"Direita";21927;50790
"1126";"Marcha da Maconha";"Sociedade Civil";"Esquerda";21876;77080
"1127";"Felipe Maia";"Políticos/partidos";"Centro-Direita";21854;24271
"1128";"Juventude do PT Nacional";"Sociedade Civil";"Centro-Esquerda";21718;21505
"1129";"Loucas Pelo Lula";"Criadores Digitais";"Centro-Esquerda";21702;69789
"1130";"Gayzistas, Feminazis e Travessuras com Capiroto contra a Família";"Criadores Digitais";"Esquerda";21625;49631
"1131";"Mário Magalhães";"Sociedade Civil";"Esquerda";21543;22962
"1132";"Baleia Rossi";"Políticos/partidos";"Centro";21542;40749
"1133";"Aureo";"Políticos/partidos";"Centro";21511;44228
"1134";"Alberto Cantalice";"Políticos/partidos";"Centro-Esquerda";21488;18556
"1135";"Não Vou Pagar o Pato";"Sociedade Civil";"Direita";21435;298342
"1136";"Contra a Ditadura do Politicamente Correto";"Criadores Digitais";"Direita";21423;4308
"1137";"Augusto Coutinho";"Políticos/partidos";"Centro";21405;45520
"1138";"Portal Brasileiro";"Criadores Digitais";"Centro";21399;2346732
"1139";"Direita TV";"Mídia Alternativa";"Direita";21233;209819
"1140";"Movimento RUA  Brasil";"Sociedade Civil";"Direita";21177;9852
"1141";"João Paulo";"Políticos/partidos";"Centro-Esquerda";21154;38326
"1142";"Paulo Rocha";"Políticos/partidos";"Centro-Esquerda";21081;13383
"1143";"Clube de Regatas do Flamengo - Antifascista";"Criadores Digitais";"Esquerda";21028;4741
"1144";"Chico D'Angelo";"Políticos/partidos";"Centro-Esquerda";20950;16694
"1145";"CTB - Central dos Trabalhadores e Trabalhadoras do Brasil";"Sociedade Civil";"Centro-Esquerda";20828;30129
"1146";"Metro Jornal";"Imprensa";"Centro";20811;153715
"1147";"Todoscontraogolpe-PT";"Criadores Digitais";"Centro-Esquerda";20649;46074
"1148";"Washington Reis";"Políticos/partidos";"Centro";20619;40363
"1149";"ImprenÇa";"Mídia Alternativa";"Centro-Esquerda";20553;23962
"1150";"Tião Viana";"Políticos/partidos";"Centro-Esquerda";20510;45466
"1151";"Foda-seoestado.com";"Criadores Digitais";"Direita";20490;17082
"1152";"Luiz Carlos Busato";"Políticos/partidos";"Centro";20460;22065
"1153";"Só a Verdade";"Criadores Digitais";"Direita";20416;14595
"1154";"Amigos do Conselho Tutelar";"Criadores Digitais";"Esquerda";20415;5597
"1155";"Zé Maranhão";"Políticos/partidos";"Centro";20331;34388
"1156";"Não, Sr. Comuna";"Criadores Digitais";"Direita";20329;64766
"1157";"Contra a Manipulação de Informação da Mídia Brasileira";"Criadores Digitais";"Centro-Esquerda";20321;3394
"1158";"Esquerda Autozoativa";"Criadores Digitais";"Direita";20306;11824
"1159";"Eduardo Paes nunca mais";"Criadores Digitais";"Esquerda";20204;16010
"1160";"Orgulho de ser Hetero";"Criadores Digitais";"Direita";20191;225620
"1161";"Omar Aziz";"Políticos/partidos";"Centro";19988;97829
"1162";"Instituto Mercado Popular";"Sociedade Civil";"Direita";19964;45934
"1163";"Feminismo de 3/4";"Sociedade Civil";"Esquerda";19870;104778
"1164";"Moça, você é marxista";"Criadores Digitais";"Direita";19699;18674
"1165";"Acir Gurgacz";"Políticos/partidos";"Centro";19644;46170
"1166";"Celso Pansera";"Políticos/partidos";"Centro";19639;16818
"1167";"Guilherme Mussi";"Políticos/partidos";"Centro-Direita";19599;50608
"1168";"Zeca do PT";"Políticos/partidos";"Centro-Esquerda";19570;46029
"1169";"Miguel Coelho";"Políticos/partidos";"Centro";19552;60909
"1170";"REGUFFE - Oficial.";"Políticos/partidos";"Centro";19396;97694
"1171";"JHC";"Políticos/partidos";"Centro";19374;48119
"1172";"Lula Presidente em 2018.";"Criadores Digitais";"Centro-Esquerda";19268;70604
"1173";"União da Juventude Comunista - UJC Brasil";"Sociedade Civil";"Esquerda";19199;19094
"1174";"Julio Lopes";"Políticos/partidos";"Centro-Direita";19193;318037
"1175";"Rogério Rosso";"Políticos/partidos";"Centro";19192;24847
"1176";"Think Olga";"Mídia Alternativa";"Esquerda";19181;160245
"1177";"Círculo Monárquico Brasileiro";"Sociedade Civil";"Direita";19174;16759
"1178";"Anis - Instituto de Bioética";"Sociedade Civil";"Esquerda";19173;17228
"1179";"UFSC Conservadora";"Sociedade Civil";"Direita";19126;3106
"1180";"Brizola Comenta";"Criadores Digitais";"Centro-Esquerda";19105;15387
"1181";"Mídia1508";"Mídia Alternativa";"Esquerda";18968;25472
"1182";"Max Filho";"Políticos/partidos";"Centro-Direita";18960;45021
"1183";"Denise Abreu";"Políticos/partidos";"Direita";18757;24280
"1184";"Direita Zuera";"Criadores Digitais";"Direita";18734;14024
"1185";"Waldeck Carneiro";"Políticos/partidos";"Centro-Esquerda";18634;13127
"1186";"Renata Abreu";"Políticos/partidos";"Centro";18620;86208
"1187";"Blairo Maggi";"Políticos/partidos";"Centro";18608;78671
"1188";"Pipoca verborrágica";"Criadores Digitais";"Esquerda";18599;5940
"1189";"Ação Antifascista Brasil";"Sociedade Civil";"Esquerda";18519;29381
"1190";"Instituto de Defensores de Direitos Humanos - DDH";"Sociedade Civil";"Esquerda";18438;22386
"1191";"Blog Julio Severo";"Criadores Digitais";"Direita";18409;11987
"1192";"Daniel Vilela";"Políticos/partidos";"Centro-Direita";18374;35088
"1193";"Fé Libertária";"Criadores Digitais";"Esquerda";18359;11562
"1194";"Instituto Vladimir Herzog";"Sociedade Civil";"Esquerda";18336;23144
"1195";"Rubens Pereira Jr";"Políticos/partidos";"Centro-Esquerda";18336;16784
"1196";"Helder Salomão";"Políticos/partidos";"Centro-Esquerda";18320;21574
"1197";"Folha Social";"Criadores Digitais";"Esquerda";18218;174741
"1198";"Advogados Ativistas";"Sociedade Civil";"Esquerda";18190;117743
"1199";"Elmano de Freitas";"Políticos/partidos";"Centro-Esquerda";18190;19400
"1200";"Eliane Cantanhêde";"Imprensa";"Centro-Direita";18172;93945
"1201";"Endireita Maracanaú";"Criadores Digitais";"Direita";18149;9141
"1202";"Brasil Contra o Foro de São Paulo";"Criadores Digitais";"Direita";18120;11770
"1203";"Mulher Negra";"Criadores Digitais";"Esquerda";18119;30824
"1204";"Eli Corrêa Filho";"Políticos/partidos";"Centro-Direita";18052;46978
"1205";"Mobilidade Sobre Trilhos Carioca";"Sociedade Civil";"Esquerda";18051;47465
"1206";"PSOL Carioca";"Políticos/partidos";"Esquerda";18039;32493
"1207";"Odorico Monteiro";"Políticos/partidos";"Centro-Esquerda";17954;66164
"1208";"Leonardo Picciani";"Políticos/partidos";"Centro";17901;15364
"1209";"PT Paraná";"Políticos/partidos";"Centro-Esquerda";17884;12432
"1210";"Cauê Macris";"Políticos/partidos";"Centro-Direita";17869;45361
"1211";"Movimento#OcupeEstelita";"Sociedade Civil";"Esquerda";17858;41268
"1212";"Os famosos mais burros do Brasil";"Criadores Digitais";"Direita";17845;6117
"1213";"Deputado Arnaldo Faria de Sá";"Políticos/partidos";"Centro";17785;45006
"1214";"Sérgio Souza";"Políticos/partidos";"Centro";17669;16016
"1215";"31 de março";"Criadores Digitais";"Direita";17619;6714
"1216";"LiHS - Liga Humanista Secular do Brasil";"Sociedade Civil";"Esquerda";17585;37585
"1217";"Comitê Popular Rio Copa e Olimpíadas";"Sociedade Civil";"Esquerda";17558;25242
"1218";"Deputado Marcos Rogério";"Políticos/partidos";"Centro";17540;19776
"1219";"Fórum Anti Nova Ordem Mundial";"Criadores Digitais";"Direita";17529;50738
"1220";"Maria Lúcia Amary";"Políticos/partidos";"Centro";17521;24722
"1221";"VideVERSUS";"Mídia Alternativa";"Direita";17517;4620
"1222";"Eudes Xavier";"Políticos/partidos";"Centro-Esquerda";17514;12187
"1223";"DILMA ROUSSEF : PRIMEIRA MULHER PRESIDENTE DO BRASIL!!";"Criadores Digitais";"Centro-Esquerda";17460;21986
"1224";"Tucanafro Brasil";"Sociedade Civil";"Centro-Direita";17431;3999
"1225";"Esta é uma Femimimista";"Criadores Digitais";"Direita";17364;21415
"1226";"Movimento Zeitgeist Brasil";"Sociedade Civil";"Esquerda";17321;32784
"1227";"PT Alagoas";"Políticos/partidos";"Centro-Esquerda";17287;2023
"1228";"Partido dos Trabalhadores - Bahia";"Políticos/partidos";"Centro-Esquerda";17287;12476
"1229";"Adriano Diogo";"Políticos/partidos";"Centro-Esquerda";17214;10209
"1230";"Comissão Pastoral da Terra";"Sociedade Civil";"Centro-Esquerda";17186;14218
"1231";"Impostômetro BR";"Sociedade Civil";"Direita";17124;126744
